source,target,weight
6,32,0.1746378098328505
6,33,0.2227669881539343
6,34,0.14665080658478102
6,36,0.13052904506449953
6,39,0.2246607075828896
6,42,0.13975768291980958
6,43,0.24277329026921812
6,48,0.41402853103590065
6,52,0.19228445512844045
6,53,0.1667185699583041
6,58,0.605630160228635
6,59,0.1467106030922891
6,61,0.17466484383812428
6,62,0.21440723077680718
6,63,0.33379220745856925
6,64,0.43730127201290664
6,65,0.22632912400896357
6,67,0.1771599085365278
6,68,0.14937770587236615
6,71,0.32479024976292636
6,74,0.33188521088827055
6,75,0.1436217228676238
6,77,0.4521084436198065
6,78,0.12793517189892525
6,81,0.12596376248456856
6,83,0.15266283181533474
6,86,0.3608667119983064
6,87,0.17934481341822547
6,88,0.4897584297087381
6,91,0.24800846655989794
6,92,0.11282564676315607
6,93,0.12308635033391228
6,94,0.6921375264577155
6,95,0.14693618179037077
6,96,0.3680807846911297
6,98,0.1490651963646612
6,100,0.14278009782138104
6,101,0.13371490287316892
6,103,0.14598524108246624
6,104,0.17458045157911614
6,105,0.17291790848788055
6,106,0.16469027359594593
6,109,0.3244855631342041
6,113,0.34452950743870947
6,114,0.35363663616861846
6,115,0.15470591837730338
6,116,0.3644900778433498
6,117,0.3358223754456133
6,119,0.32772106476514945
6,121,0.5858810427616534
6,123,0.1746421588416184
6,124,0.15042206575112643
6,125,0.11511436401358917
6,126,0.27634396214044354
6,129,0.15984657916722458
6,130,0.1284072125265287
6,131,0.12793199474328285
6,132,0.3470731530290647
6,134,0.197626954999023
6,135,0.14484840876193628
6,136,0.1795169655606286
6,139,0.10456246914997398
6,140,0.18695954734444906
6,141,0.1911821971925511
6,144,0.3944137085323977
6,145,0.11257567215309833
6,147,0.13207566496135564
6,148,0.24152472933774027
6,149,0.12875106132042546
6,150,0.26821127051834903
6,151,0.13731786751930963
6,152,0.49547913853444775
6,154,0.18923606421324013
6,155,0.5166119666409286
6,156,0.1079786018047469
6,157,0.19756642086524334
6,159,0.32160693317262856
6,160,0.11033032555835434
6,161,0.1304959893681602
6,162,0.13960104310337754
6,163,0.20015507958405998
6,165,0.10990658677799064
6,168,0.10355087406763902
6,169,0.3859193019018434
6,170,0.1430337608460959
6,171,0.15691343626379262
6,172,0.104708113205958
6,173,0.15112632255180333
6,174,0.14663563007110886
6,175,0.19585801070406642
6,176,0.13084250452693863
6,177,0.15435044669816433
6,178,0.3193029057994608
6,180,0.31157079902348006
6,182,0.2707333828876825
6,183,0.2706415339824888
6,184,0.11472210650118728
6,185,0.4509557140064092
6,186,0.204122990747979
6,188,0.19193303046597718
6,189,0.2450582944476095
6,190,0.1037029994713079
6,192,0.16844618716855386
6,193,0.10854417566081805
6,194,0.22374385541822212
6,197,0.32512848934979244
7,8,0.5341320233877251
7,9,0.10359266026652147
7,11,0.2853917566119853
7,13,0.1291621991425593
7,14,0.31962967043840806
7,15,0.19206333728282737
7,16,0.2135508824780459
7,19,0.21438078307254366
7,21,0.11194471564582287
7,22,0.186706897249678
7,23,0.1412769436137554
7,24,0.34216259711238434
7,25,0.21117750296154994
7,26,0.23734067136745132
7,27,0.11066125316360635
7,28,0.21067797861042362
7,29,0.21565212602320247
7,30,0.20010484755598562
7,31,0.11521076474369886
7,32,0.10747100206096075
7,34,0.6286417697136631
7,35,0.10369711477799712
7,36,0.20797022176778865
7,37,0.20148862085134156
7,39,0.622208328902804
7,40,0.17980620041041948
7,41,0.192773016345384
7,42,0.15813162609415557
7,43,0.2061181328331317
7,45,0.14354240181036604
7,47,0.20843439427390315
7,48,0.32690076898006787
7,49,0.12575183627737094
7,50,0.15796118333609724
7,51,0.16797103908101896
7,52,0.17843923444665918
7,53,0.15957091014973765
7,54,0.11924622922475782
7,55,0.2128041227184992
7,58,0.35364553117183056
7,59,0.18420111299088987
7,60,0.2712602411568672
7,61,0.5040200037350542
7,62,0.27008972283951455
7,63,0.2731877822194722
7,64,0.17822254184194863
7,67,0.10513742538405603
7,68,0.13005986552592086
7,69,0.21665827913704996
7,71,0.21306657212235294
7,72,0.11660934890342346
7,74,0.2169895955166146
7,75,0.5105428039578833
7,76,0.1862367836368591
7,77,0.2434282617444595
7,78,0.5328309221155814
7,79,0.19547471762490273
7,81,0.1775913637066202
7,82,0.15094944140129388
7,83,0.11376461921085794
7,84,0.24690121558119918
7,85,0.17176837332337708
7,86,0.15487845673952352
7,87,0.20700218142284776
7,88,0.23405396666498607
7,91,0.1592298718652222
7,92,0.18936847280529137
7,93,0.22408176750211323
7,94,0.19464261086325158
7,96,0.15202707950540234
7,97,0.260432857124109
7,98,0.4209205212979161
7,99,0.20209050551109467
7,101,0.6228329320718711
7,103,0.10734566102981087
7,104,0.27268577696797647
7,105,0.12372376805694735
7,106,0.24835865624895134
7,107,0.12338461113499527
7,109,0.21778611698193037
7,112,0.1901004137085503
7,113,0.34592380969505976
7,114,0.14085268857696162
7,115,0.12559930306629016
7,116,0.8004611392973269
7,117,0.2509678746287093
7,118,0.4997447110022872
7,121,0.236823397638033
7,122,0.19782621087031274
7,123,0.21688431160720736
7,124,0.4293804911228937
7,125,0.1940038948428035
7,126,0.18473513144139406
7,129,0.1050706657043101
7,130,0.2024533544113159
7,131,0.10661304659085263
7,132,0.2667632713340162
7,133,0.1148126842814341
7,134,0.22712215727169227
7,136,0.2541667606289707
7,138,0.12172858791904025
7,140,0.12823396705546353
7,141,0.2668568031036095
7,143,0.2291412588244241
7,144,0.2207799472777661
7,145,0.19996043459912158
7,147,0.1442459722416057
7,148,0.19242738739397366
7,149,0.11937678202627809
7,150,0.5180466307790308
7,151,0.12045691617192675
7,152,0.1990299365797951
7,154,0.19429801114234715
7,155,0.23667238582543765
7,156,0.3751532860856481
7,157,0.43436682081864303
7,159,0.3278266568232437
7,160,0.48163168938232553
7,161,0.30249581743252907
7,162,0.10572548757164654
7,165,0.12950330674326457
7,166,0.16404901248972492
7,169,0.17175588326363417
7,170,0.19466164958150886
7,171,0.17192808796663395
7,173,0.2842094314850637
7,174,0.5951561299870883
7,175,0.32692553329128715
7,177,0.13342940440742884
7,178,0.22145204723210415
7,180,0.2862146602823884
7,182,0.1603267695219679
7,184,0.1543987186996198
7,185,0.2506987273993337
7,186,0.35387123429727935
7,187,0.2507903012451979
7,188,0.16593617441795355
7,189,0.5934992674658012
7,190,0.1434705171026228
7,191,0.16506152064155943
7,192,0.38157672525500047
7,193,0.242774460499193
7,194,0.26142789132903443
7,195,0.1774335325870346
7,196,0.17764146299768385
8,9,0.1360112980224508
8,10,0.13156148537209938
8,11,0.2965595542142841
8,12,0.11664671201922597
8,13,0.12226777777055929
8,14,0.3374687572045285
8,15,0.16315195678503674
8,16,0.18887050049608403
8,19,0.3188009313632958
8,21,0.14837513290946894
8,22,0.12889885939478277
8,23,0.14266014148047032
8,24,0.46376485651413796
8,25,0.18955570261731117
8,26,0.23659799402014667
8,27,0.23538604493588305
8,29,0.27824530407916215
8,30,0.17798098743534804
8,31,0.10989953188857762
8,32,0.14051749605062724
8,34,0.6807989529300886
8,35,0.1301908114526108
8,36,0.23958128706579349
8,37,0.182681577344579
8,38,0.15847209599144207
8,39,0.5634136210293561
8,40,0.1037002175803414
8,41,0.1580713157069001
8,42,0.16555065889118006
8,43,0.17997058051585246
8,44,0.2235227745080239
8,45,0.1680428848943564
8,46,0.12467806721580005
8,47,0.17191922770085738
8,48,0.37738350008786425
8,51,0.16845940418064045
8,52,0.20645203992378944
8,53,0.23328354498017428
8,54,0.17893902309809467
8,55,0.16802272322570302
8,56,0.1219234890900119
8,58,0.27530817144804237
8,59,0.2577046971571231
8,60,0.23384311882839326
8,61,0.5639537939700159
8,62,0.32759916547565116
8,63,0.3865077652533871
8,64,0.11682361387825821
8,67,0.11706772341139245
8,69,0.1290620613312821
8,70,0.10927165553803743
8,71,0.3076676423328636
8,72,0.11182686547074919
8,73,0.18256746855610875
8,74,0.23512939042282907
8,75,0.564555398023254
8,76,0.17783871654111535
8,77,0.26782876766719255
8,78,0.5753438718877822
8,79,0.29539933262484025
8,80,0.1561396276492208
8,81,0.12133673058357126
8,82,0.10658123384135425
8,83,0.23244426906141286
8,84,0.11031719782975835
8,85,0.17960050324276763
8,87,0.18259516690348376
8,88,0.3225311327132158
8,89,0.1686218053741137
8,91,0.1629804935985989
8,92,0.18056021467495356
8,93,0.3406669972769851
8,94,0.24687954338118775
8,95,0.19516987316733472
8,97,0.25869016213328944
8,98,0.48310965202678147
8,99,0.1337127050223966
8,100,0.16472164858227076
8,101,0.5087360602972132
8,102,0.2335883490121659
8,104,0.3576223466960543
8,106,0.1700315740028137
8,107,0.14861276411017993
8,109,0.2604970967830042
8,111,0.11239400813582415
8,112,0.3372468952839445
8,113,0.3198446395436396
8,115,0.1440023431813681
8,116,0.5729073225973413
8,117,0.17870636128959463
8,118,0.4791472618555001
8,121,0.20864569369655167
8,122,0.16769979337166083
8,123,0.3711907438838208
8,124,0.6648633481963723
8,125,0.2725842017280851
8,126,0.1408464129790096
8,129,0.10530158750978837
8,130,0.2592257142550169
8,131,0.23106286186662964
8,132,0.2531303609507884
8,134,0.38026226292281423
8,136,0.3198584635534504
8,137,0.12100851485134025
8,138,0.1087695570167355
8,140,0.1953521615447896
8,141,0.24502742684353282
8,143,0.18688412191323664
8,144,0.14827588106893816
8,145,0.3003339815960372
8,146,0.12283373782828229
8,147,0.20517276013193936
8,148,0.23965431530374734
